,author,co-author,doi,co-author_list,title
109,"Herweg, Nora A.","['Bunzeck, Nico', 'Bunzeck, Nico']","['10.1523/JNEUROSCI.1315-17.2017', '10.1523/JNEUROSCI.3629-15.2016']","{'Bunzeck, Nico'}","['Retrieval Demands Adaptively Change Striatal Old/New Signals and Boost Subsequent Long-Term Memory', 'Theta-Alpha Oscillations Bind the Hippocampus, Prefrontal Cortex, and Striatum during Recollection: Evidence from Simultaneous EEG-fMRI']"
110,"Bagga, Deepika","['Schoepf, Veronika']",['10.1080/19490976.2018.1460015'],"{'Schoepf, Veronika'}",['Probiotics drive gut microbiome triggering emotional brain signatures']
111,"Conson, Massimiliano","['Guariglia, Cecilia']",['10.1080/13803395.2018.1451493'],"{'Guariglia, Cecilia'}",['Selective map-following navigation deficit: A new case of developmental topographical disorientation']
112,"Stevens, Jennifer S.","['Jovanovic, Tanja']",['10.1016/j.nicl.2017.11.016'],"{'Jovanovic, Tanja'}",['Episodic memory after trauma exposure: Medial temporal lobe function is positively related to re-experiencing and inversely related to negative affect symptoms']
113,"Raiesdana, Somayeh",[],['10.31083/JIN-170036'],set(),['Modeling the interaction of navigational systems in a reward-based virtual navigation task']
114,"De Marco, Matteo","['Venneri, Annalena']",['10.3233/JAD-171018'],"{'Venneri, Annalena'}","[""Volume and Connectivity of the Ventral Tegmental Area are Linked to Neurocognitive Signatures of Alzheimer's Disease in Humans""]"
115,"Konishi, Kyoko","['Bohbot, Veronique D.', 'Bohbot, Veronique D.']","['10.3233/JAD-170540', '10.1016/j.neuropsychologia.2017.09.025']","{'Bohbot, Veronique D.'}","[""Healthy versus Entorhinal Cortical Atrophy Identification in Asymptomatic APOE4 Carriers at Risk for Alzheimer's Disease"", 'Hippocampus-dependent spatial learning is associated with higher global cognition among healthy older adults']"
116,"O'Callaghan, Georgia","['Newell, Fiona N.']",['10.1163/22134808-00002604'],"{'Newell, Fiona N.'}",['Changes in Regional Brain Grey-Matter Volume Following Successful Completion of a Sensori-Motor Intervention Targeted at Healthy and Fall-Prone Older Adults']
117,"Wilkins, Leanne K.","['Bohbot, Veronique D.']",['10.1016/j.pscychresns.2017.07.007'],"{'Bohbot, Veronique D.'}",['Hippocampal activation and memory performance in schizophrenia depend on strategy use in a virtual maze']
118,"Zadbood, A.","['Hasson, U.']",['10.1093/cercor/bhx202'],"{'Hasson, U.'}",['How We Transmit Memories to Other Brains: Constructing Shared Neural Representations Via Communication']
119,"Kong, Xiang-Zhen","['Liu, Jia']",['10.1016/j.neuroimage.2017.07.031'],"{'Liu, Jia'}",['Sex-linked association between cortical scene selectivity and navigational ability']
120,"Salgado-Pineda, Pilar","['Pomarol-Clotet, Edith']",['10.1016/j.neuroscience.2017.06.029'],"{'Pomarol-Clotet, Edith'}","['PATTERNS OF ACTIVATION AND DE-ACTIVATION ASSOCIATED WITH CUE-GUIDED SPATIAL NAVIGATION: A WHOLE-BRAIN, VOXEL-BASED STUDY']"
121,"Hussey, Erika K.","['Steinmetz, Peter N.']",['10.1371/journal.pone.0181850'],"{'Steinmetz, Peter N.'}",['Single neuron recordings of bilinguals performing in a continuous recognition memory task']
122,"Hosseini, S. M. Hadi","['Reiss, Allan L.']",['10.1038/s41598-017-07897-z'],"{'Reiss, Allan L.'}","['Neural, physiological, and behavioral correlates of visuomotor cognitive load']"
123,"Brandman, Talia","['Peelen, XMarius V.']",['10.1523/JNEUROSCI.0582-17.2017'],"{'Peelen, XMarius V.'}",['Interaction between Scene and Object Processing Revealed by Human fMRI and MEG Decoding']
124,"Chanales, Avi J. H.","['Kuhl, Brice A.']",['10.1016/j.cub.2017.06.057'],"{'Kuhl, Brice A.'}",['Overlap among Spatial Memories Triggers Repulsion of Hippocampal Representations']
125,"de Chastelaine, Marianne","['Rugg, Michael D.']",['10.1016/j.neuroimage.2017.05.039'],"{'Rugg, Michael D.'}",['Independent contributions of fMRI familiarity and novelty effects to recognition memory and their stability across the adult lifespan']
126,"Laurita, Anne C.","['Spreng, R. Nathan']",['10.1093/scan/nsx040'],"{'Spreng, R. Nathan'}",['Dissociable patterns of brain activity for mentalizing about known others: a role for attachment']
127,"Danker, Jared F.","['Davachi, Lila']",['10.1093/cercor/bhw146'],"{'Davachi, Lila'}",['Trial-by-Trial Hippocampal Encoding Activation Predicts the Fidelity of Cortical Reinstatement During Subsequent Retrieval']
128,"Tacikowski, Pawel","['Ehrsson, H. Henrik']",['10.1093/cercor/bhx004'],"{'Ehrsson, H. Henrik'}",['Dissociating the Neural Basis of Conceptual Self-Awareness from Perceptual Awareness and Unaware Self-Processing']
129,"Vedder, Lindsey C.","['Smith, David M.']",['10.1093/cercor/bhw192'],"{'Smith, David M.'}","['Retrosplenial Cortical Neurons Encode Navigational Cues, Trajectories and Reward Locations During Goal Directed Navigation']"
130,"Piccardi, Laura","['Nori, Raffaella']",['10.1007/s00221-017-4966-8'],"{'Nori, Raffaella'}",['Mental imagery skills predict the ability in performing environmental directional judgements']
131,"Tascon, Laura","['Manuel Cimadevilla, Jose']",['10.1016/j.neulet.2017.05.011'],"{'Manuel Cimadevilla, Jose'}",['Almeria spatial memory recognition test (ASMRT): Gender differences emerged in a new passive spatial task']
132,"Wegman, Joost","['Janzen, Gabriele', 'Janzen, Gabriele']","['10.1111/ejn.13416', '10.1002/hipo.22275']","{'Janzen, Gabriele'}","['The brain-derived neurotrophic factor Val66Met polymorphism affects encoding of object locations during active navigation', 'Encoding and retrieval of landmark-related spatial cues during navigation: An fMRI study']"
133,"Liang, Jackson C.","['Preston, Alison R.']",['10.1016/j.cortex.2016.09.011'],"{'Preston, Alison R.'}",['Medial temporal lobe reinstatement of content-specific details predicts source memory']
134,"Yeung, Lok-Kin","['Barense, Morgan D.']",['10.1523/JNEUROSCI.3664-16.2017'],"{'Barense, Morgan D.'}",['Anterolateral Entorhinal Cortex Volume Predicted by Altered Intra-Item Configural Processing']
135,"Tailby, Chris","['Jackson, Graeme']",['10.1016/j.neuroimage.2017.02.088'],"{'Jackson, Graeme'}",['The spatiotemporal substrates of autobiographical recollection: Using event-related ICA to study cognitive networks in action']
136,"Amit, Elinor","['Fedorenko, Evelina']",['10.1016/j.neuroimage.2017.03.029'],"{'Fedorenko, Evelina'}",['An asymmetrical relationship between verbal and visual thinking: Converging evidence from behavior and fMRI']
137,"Bonner, Michael F.","['Epstein, Russell A.']",['10.1073/pnas.1618228114'],"{'Epstein, Russell A.'}",['Coding of navigational affordances in the human visual system']
138,"Kiat, John E.","['Belli, Robert F.']",['10.1016/j.nlm.2017.04.007'],"{'Belli, Robert F.'}",['An exploratory high-density EEG investigation of the misinformation effect: Attentional and recollective differences between true and false perceptual memories']
139,"Huntgeburth, S. C.","['Petrides, M.']",['10.1007/s00429-016-1293-y'],"{'Petrides, M.'}",['Local morphology informs location of activation during navigation within the parahippocampal region of the human brain']
140,"Garvert, Mona M.","['Behrens, Timothy E. J.']",['10.7554/eLife.17086'],"{'Behrens, Timothy E. J.'}",['A map of abstract relational knowledge in the human hippocampal-entorhinal cortex']
141,"Burles, Ford","['Iaria, Giuseppe']",['10.1007/s00429-016-1288-8'],"{'Iaria, Giuseppe'}",['Dorso-medial and ventro-lateral functional specialization of the human retrosplenial complex in spatial updating and orienting']
142,"Duke, Devin","['Kohler, Stefan']",['10.1016/j.cortex.2017.01.015'],"{'Kohler, Stefan'}",['Perirhinal cortex tracks degree of recent as well as cumulative lifetime experience with object concepts']
143,"Westphal, Andrew J.","['Rissman, Jesse']",['10.1523/JNEUROSCI.2509-16.2017'],"{'Rissman, Jesse'}",['Episodic Memory Retrieval Benefits from a Less Modular Brain Network Organization']
144,"Chen, Xhung-Yu","['McDermott, Kathleen B.']",['10.1523/JNEUROSCI.1534-16.2017'],"{'McDermott, Kathleen B.'}",['Are There Multiple Kinds of Episodic Memory? An fMRI Investigation Comparing Autobiographical and Recognition Memory Tasks']
145,"Zheng, Zhiwei","['Li, Juan']",['10.3389/fnhum.2017.00093'],"{'Li, Juan'}",['Sex Matters: Hippocampal Volume Predicts Individual Differences in Associative Memory in Cognitively Normal Older Women but Not Men']
146,"Karunanayaka, Prasanna R.","['Yang, Qing X.']",['10.1002/hbm.23440'],"{'Yang, Qing X.'}",['Default Mode Network Deactivation During Odor-Visual Association']
147,Wang Lin,['Wang Liang'],['10.16476/j.pibb.2017.0016'],{'Wang Liang'},['Neural Circuit Basis of Cognitive Map']
148,"Wang, Jiaojian","['Jiang, Tianzi']",['10.1002/hbm.23488'],"{'Jiang, Tianzi'}",['Correspondent Functional Topography of the Human Left Inferior Parietal Lobule at Rest and Under Task Revealed Using Resting-State fMRI and Coactivation Based Parcellation']
149,"Kim, Ghootae","['Turk-Browne, Nicholas B.']",['10.1523/JNEUROSCI.3272-16.2017'],"{'Turk-Browne, Nicholas B.'}",['Neural Differentiation of Incorrectly Predicted Memories']
150,"Lambert, Hilary K.","['McLaughlin, Katie A.']",['10.1523/JNEUROSCI.2618-16.2017'],"{'McLaughlin, Katie A.'}",['Hippocampal Contribution to Context Encoding across Development Is Disrupted following Early-Life Adversity']
151,"Flanagin, Virginia L.","['Wiegrebe, Lutz', 'Hummel, Nadine']","['10.1523/JNEUROSCI.1566-12.2016', '10.1167/16.3.19']","{'Hummel, Nadine', 'Wiegrebe, Lutz'}","['Human Exploration of Enclosed Spaces through Echolocation', 'The effect of supine body position on human heading perception']"
152,"Kong, Xiang-zhen","['Liu, Jia']",['10.1093/cercor/bhv322'],"{'Liu, Jia'}",['Genetic Variation in S100B Modulates Neural Processing of Visual Scenes in Han Chinese']
153,"Reagh, Zachariah M.","['Yassa, Michael A.', 'Yassa, Michael A.', 'Yassa, Michael A.']","['10.1002/hipo.22681', '10.1073/pnas.1411250111', '10.1523/JNEUROSCI.2779-14.2014']","{'Yassa, Michael A.'}","['Repetition reveals ups and downs of hippocampal, thalamic, and neocortical engagement during mnemonic decisions', 'Object and spatial mnemonic interference differentially engage lateral and medial entorhinal cortex in humans', 'Dissociated Signals in Human Dentate Gyrus and CA3 Predict Different Facets of Recognition Memory']"
154,"Tseng, Chieh-En Jane","['Nosarti, Chiara']",['10.1002/hbm.23405'],"{'Nosarti, Chiara'}",['A multimodal imaging study of recognition memory in very preterm born adults']
155,"Roberts, R. P.","['Addis, D. R.']",['10.1016/j.neuropsychologia.2016.11.019'],"{'Addis, D. R.'}",['An fMRI investigation of the relationship between future imagination and cognitive flexibility']
156,"Steiger, Tineke K.","['Bunzeck, Nico']",['10.3389/fnagi.2017.00001'],"{'Bunzeck, Nico'}",['Reward Dependent Invigoration Relates to Theta Oscillations and Is Predicted by Dopaminergic Midbrain Integrity in Healthy Elderly']
157,"Liu, Zhong-Xu","['Ryan, Jennifer D.']",['10.1523/JNEUROSCI.2610-16.2017'],"{'Ryan, Jennifer D.'}",['Visual Sampling Predicts Hippocampal Activity']
158,"AlRyalat, Saif Aldeen",[],['10.3233/JIN-170015'],set(),['Gender similarities and differences in brain activation strategies: Voxel-based meta-analysis on fMRI studies']
159,"Kim, Younggwang","['Lee, Phil Hyu']",['10.3233/JAD-160597'],"{'Lee, Phil Hyu'}","[""Cognitive and Neuroanatomical Correlates in Early Versus Late Onset Parkinson's Disease Dementia""]"
160,"Long, Nicole M.","['Kuhl, Brice A.']",['10.1523/JNEUROSCI.1850-16.2016'],"{'Kuhl, Brice A.'}",['Hippocampal Mismatch Signals Are Modulated by the Strength of Neural Predictions and Their Similarity to Outcomes']
161,"Koenig, Sabine U.","['Koenig, Peter']",['10.1371/journal.pone.0166647'],"{'Koenig, Peter'}",['Learning New Sensorimotor Contingencies: Effects of Long-Term Use of Sensory Augmentation on the Brain and Conscious Perception']
162,"Hao, Xin","['Liu, Jia']",['10.1002/brb3.572'],"{'Liu, Jia'}",['Structural and functional neural correlates of spatial navigation: a combined voxel-based morphometry and functional connectivity study']
163,"Wood, Ruth A.","['Chan, Dennis']",['10.3389/fneur.2016.00215'],"{'Chan, Dennis'}",['Allocentric Spatial Memory Testing Predicts Conversion from Mild Cognitive Impairment to Dementia: An Initial Proof-of-Concept Study']
164,"Kark, Sarah M.","['Kensinger, Elizabeth A.']",['10.1162/jocn_a_01049'],"{'Kensinger, Elizabeth A.'}",['Repetition Enhancement of Amygdala and Visual Cortex Functional Connectivity Reflects Nonconscious Memory for Negative Visual Stimuli']
165,"McCormick, Cornelia","['Maguire, Eleanor A.']",['10.1523/JNEUROSCI.0707-16.2016'],"{'Maguire, Eleanor A.'}",['Hippocampal Damage Increases Deontological Responses during Moral Decision Making']
166,"Gauthier, Baptiste","['van Wassenhove, Virginie']",['10.1523/JNEUROSCI.1400-16.2016'],"{'van Wassenhove, Virginie'}",['Time Is Not Space: Core Computations and Domain-Specific Networks for Mental Travels']
167,"Shikauchi, Yumi","['Ishii, Shin', 'Ishii, Shin']","['10.1038/srep37599', '10.1038/srep17648']","{'Ishii, Shin'}","['Robust encoding of scene anticipation during human spatial navigation', 'Decoding the view expectation during learned maze navigation from human fronto-parietal network']"
168,"Indovina, Iole","['Lacquaniti, Francesco', 'Lacquaniti, Francesco']","['10.1016/j.neuroimage.2016.07.008', '10.1016/j.neuroimage.2013.01.005']","{'Lacquaniti, Francesco'}","['Path integration in 3D from visual motion cues: A human fMRI study', 'Simulated self-motion in a visual gravity field: Sensitivity to vertical and horizontal heading in the human brain']"
169,"Wei, Wei","['Zhou, Xinlin']",['10.3389/fnhum.2016.00580'],"{'Zhou, Xinlin'}",['Sex Differences in Gray Matter Volume of the Right Anterior Hippocampus Explain Sex Differences in Three-Dimensional Mental Rotation']
170,"Qin, Shuo","['Basak, Chandramallika']",['10.1111/psyp.12735'],"{'Basak, Chandramallika'}",['Illusory conjunctions in visual short-term memory: Individual differences in corpus callosum connectivity and splitting attention between the two hemifields']
171,"Bergmann, Heiko C.","['Kessels, Roy P. C.']",['10.1007/s10339-016-0772-7'],"{'Kessels, Roy P. C.'}",['Neural substrates of successful working memory and long-term memory formation in a relational spatial memory task']
172,"Marchewka, Artur","['Jednorog, Katarzyna']",['10.3389/fnbeh.2016.00198'],"{'Jednorog, Katarzyna'}",['Arousal Rather than Basic Emotions Influence Long-Term Recognition Memory in Humans']
173,"Baker, Stevenson","['Rosenbaum, R. Shayna']",['10.1016/j.cub.2016.07.081'],"{'Rosenbaum, R. Shayna'}",['The Human Dentate Gyrus Plays a Necessary Role in Discriminating New Memories']
174,"Scimeca, Jason M.","['Badre, David']",['10.1038/ncomms13061'],"{'Badre, David'}",['Striatal prediction errors support dynamic control of declarative memory decisions']
175,"Deuker, Lorena","['Doeller, Christian F.']",['10.7554/eLife.16534'],"{'Doeller, Christian F.'}",['An event map of memory space in the hippocampus']
176,"Nasr, Shahin","['Rosas, Herminia D.', 'Tootell, Roger B. H.']","['10.1523/JNEUROSCI.0741-16.2016', '10.1093/cercor/bhu290']","{'Tootell, Roger B. H.', 'Rosas, Herminia D.'}","['Impact of Visual Corticostriatal Loop Disruption on Neural Processing within the Parahippocampal Place Area', 'Increased Visual Stimulation Systematically Decreases Activity in Lateral Intermediate Cortex']"
177,"Valk, Sofie L.","['Singer, Tania']",['10.1002/hbm.23247'],"{'Singer, Tania'}",['Substrates of metacognition on perception and metacognition on higher-order cognition relate to different subsystems of the mentalizing network']
178,"Caplan, Jeremy B.","['Madan, Christopher R.']",['10.1162/jocn_a_00992'],"{'Madan, Christopher R.'}",['Word Imageability Enhances Association-memory by Increasing Hippocampal Engagement']
179,"Chadwick, Martin J.","['Hassabis, Demis', 'Spiers, Hugo J.']","['10.1073/pnas.1610686113', '10.1016/j.cub.2014.11.001']","{'Hassabis, Demis', 'Spiers, Hugo J.'}","['Semantic representations in the temporal pole predict false memories', 'A Goal Direction Signal in the Human Entorhinal/Subicular Region']"
